2000,0
2000,600
2000,600
2000,600
2000,1200
2000,1200
2000,1200
2000,1800
2000,2000
2000,2000
2000,1800
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,1800
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,1800
2000,1200
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,1800
2000,1800
2000,2000
2000,2000
2000,2000
2000,2000
2500,2000
2500,2000
2500,2400
2500,2400
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2200
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
2500,2500
3000,2400
3000,2400
3000,2400
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3600
3000,3000
3000,3000
3000,3000
3000,3200
3000,3000
3000,3000
3000,3200
3000,3000
3000,3000
2000,3000
2000,3000
2000,2400
2000,2400
2000,2400
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,2000
2000,1800
